location,flowering_date,flowering_days,fullbloom_date,fullbloom_days
網走,1999-05-09,128,1999-05-13,132.0
網走,2000-05-18,138,2000-05-21,141.0
網走,2001-05-12,131,2001-05-13,132.0
網走,2002-04-29,118,2002-05-01,120.0
網走,2003-05-10,129,2003-05-12,131.0
網走,2004-05-12,132,2004-05-13,133.0
網走,2005-05-21,140,2005-05-25,144.0
網走,2006-05-15,134,2006-05-17,136.0
網走,2007-05-12,131,2007-05-16,135.0
網走,2008-05-03,123,2008-05-05,125.0
網走,2009-05-04,123,2009-05-07,126.0
網走,2010-05-17,136,2010-05-18,137.0
網走,2011-05-16,135,2011-05-18,137.0
網走,2012-05-03,123,2012-05-05,125.0
網走,2013-05-25,144,2013-05-27,146.0
網走,2014-05-07,126,2014-05-11,130.0
網走,2015-04-30,119,2015-05-03,122.0
網走,2016-05-08,128,2016-05-10,130.0
網走,2017-05-05,124,2017-05-07,126.0
網走,2018-05-02,121,2018-05-06,125.0
網走,2019-05-05,124,2019-05-07,126.0
網走,2020-05-07,127,2020-05-09,129.0
網走,2021-05-06,125,2021-05-07,126.0
網走,2022-04-27,116,2022-04-30,119.0
網走,2023-04-28,117,2023-05-01,120.0
網走,2024-04-28,118,2024-04-30,120.0
舞鶴,1953-04-01,90,1953-04-10,99.0
舞鶴,1954-03-30,88,1954-04-04,93.0
舞鶴,1955-03-29,87,1955-04-07,96.0
舞鶴,1956-03-31,90,1956-04-11,101.0
舞鶴,1957-04-11,100,1957-04-16,105.0
舞鶴,1958-04-04,93,1958-04-09,98.0
舞鶴,1959-03-27,85,1959-04-03,92.0
舞鶴,1960-03-30,89,1960-04-05,95.0
舞鶴,1961-04-04,93,1961-04-09,98.0
舞鶴,1962-04-03,92,1962-04-10,99.0
舞鶴,1963-04-03,92,1963-04-11,100.0
舞鶴,1964-04-05,95,1964-04-07,97.0
舞鶴,1965-04-13,102,1965-04-17,106.0
舞鶴,1966-04-02,91,1966-04-06,95.0
舞鶴,1967-04-02,91,1967-04-09,98.0
舞鶴,1968-04-06,96,1968-04-13,103.0
舞鶴,1969-04-09,98,1969-04-13,102.0
舞鶴,1970-04-14,103,1970-04-18,107.0
舞鶴,1971-04-06,95,1971-04-11,100.0
舞鶴,1972-03-31,90,1972-04-06,96.0
舞鶴,1973-04-04,93,1973-04-09,98.0
舞鶴,1974-04-07,96,1974-04-11,100.0
舞鶴,1975-04-07,96,1975-04-11,100.0
舞鶴,1976-04-04,94,1976-04-11,101.0
舞鶴,1977-04-03,92,1977-04-10,99.0
舞鶴,1978-04-10,99,1978-04-14,103.0
舞鶴,1979-03-30,88,1979-04-05,94.0
舞鶴,1980-04-06,96,1980-04-10,100.0
舞鶴,1981-04-05,94,1981-04-11,100.0
舞鶴,1982-03-30,88,1982-04-04,93.0
舞鶴,1983-04-05,94,1983-04-10,99.0
舞鶴,1984-04-16,106,1984-04-18,108.0
舞鶴,1985-04-06,95,1985-04-10,99.0
舞鶴,1986-04-09,98,1986-04-11,100.0
舞鶴,1987-04-04,93,1987-04-06,95.0
舞鶴,1988-04-12,102,1988-04-15,105.0
舞鶴,1989-03-30,88,1989-04-03,92.0
舞鶴,1990-03-26,84,1990-03-31,89.0
舞鶴,1991-04-05,94,1991-04-10,99.0
舞鶴,1992-03-31,90,1992-04-05,95.0
舞鶴,1993-04-03,92,1993-04-11,100.0
舞鶴,1994-04-06,95,1994-04-12,101.0
舞鶴,1995-04-06,95,1995-04-12,101.0
舞鶴,1996-04-09,99,1996-04-15,105.0
舞鶴,1997-04-02,91,1997-04-08,97.0
舞鶴,1998-03-28,86,1998-03-31,89.0
舞鶴,1999-03-31,89,1999-04-04,93.0
舞鶴,2000-04-10,100,2000-04-12,102.0
舞鶴,2001-03-29,87,2001-04-05,94.0
舞鶴,2002-03-25,83,2002-03-31,89.0
舞鶴,2003-04-03,92,2003-04-09,98.0
舞鶴,2004-03-27,86,2004-03-31,90.0
舞鶴,2005-04-07,96,2005-04-10,99.0
舞鶴,2006-04-05,94,2006-04-10,99.0
舞鶴,2007-03-31,89,2007-04-09,98.0
舞鶴,2008-04-02,92,2008-04-07,97.0
舞鶴,2009-03-25,83,2009-04-06,95.0
舞鶴,2010-03-27,85,2010-04-06,95.0
舞鶴,2011-04-05,94,2011-04-10,99.0
舞鶴,2012-04-09,99,2012-04-12,102.0
舞鶴,2013-03-25,83,,
西表島,1955-01-07,6,,
西表島,1957-01-16,15,,
西表島,1959-01-12,11,,
西表島,1960-02-08,38,,
西表島,1961-01-20,19,,
西表島,1962-02-07,37,,
西表島,1963-01-10,9,,
西表島,1964-02-05,35,,
西表島,1965-01-25,24,,
西表島,1966-01-27,26,,
西表島,1971-01-20,19,,
西表島,1972-01-27,26,,
西表島,1973-01-15,14,,
西表島,1974-01-20,19,,
西表島,1975-12-21,354,1975-02-06,36.0
西表島,1976-01-05,4,1976-01-27,26.0
西表島,1977-01-04,3,1977-01-23,22.0
西表島,1978-01-26,25,,
西表島,1979-01-25,24,,
西表島,1980-01-09,8,,
西表島,1981-01-27,26,1981-02-01,31.0
西表島,1982-01-10,9,1982-01-21,20.0
西表島,1983-01-22,21,1983-02-02,32.0
西表島,1984-01-17,16,1984-01-26,25.0
西表島,1985-01-26,25,,
西表島,1986-01-23,22,1986-02-10,40.0
西表島,1987-01-21,20,1987-02-13,43.0
西表島,1988-01-15,14,1988-02-05,35.0
西表島,1989-01-15,14,1989-01-22,21.0
西表島,1990-01-18,17,1990-02-03,33.0
西表島,1991-01-27,26,1991-02-27,57.0
西表島,1992-01-21,20,1992-02-06,36.0
西表島,1993-01-14,13,1993-02-06,36.0
西表島,1994-01-21,20,1994-02-02,32.0
西表島,1995-02-03,33,1995-02-20,50.0
西表島,1996-01-14,13,1996-01-28,27.0
西表島,1997-01-20,19,1997-02-04,34.0
西表島,1998-01-30,29,1998-02-15,45.0
西表島,1999-02-07,37,1999-03-03,61.0
西表島,2000-01-16,15,2000-02-08,38.0
西表島,2001-01-22,21,2001-02-15,45.0
西表島,2002-01-15,14,2002-02-07,37.0
西郷,1953-04-06,95,1953-04-18,107.0
西郷,1954-03-31,89,1954-04-05,94.0
西郷,1955-03-31,89,1955-04-09,98.0
西郷,1956-04-06,96,1956-04-14,104.0
西郷,1957-04-09,98,1957-04-17,106.0
西郷,1958-04-01,90,1958-04-10,99.0
西郷,1959-03-25,83,1959-04-03,92.0
西郷,1960-03-28,87,1960-04-07,97.0
西郷,1961-04-03,92,1961-04-10,99.0
西郷,1962-04-07,96,1962-04-14,103.0
西郷,1963-04-09,98,1963-04-14,103.0
西郷,1964-04-07,97,1964-04-13,103.0
西郷,1965-04-12,101,1965-04-17,106.0
西郷,1966-03-30,88,1966-04-08,97.0
西郷,1967-04-01,90,1967-04-08,97.0
西郷,1968-04-07,97,1968-04-12,102.0
西郷,1969-04-13,102,1969-04-15,104.0
西郷,1970-04-14,103,1970-04-17,106.0
西郷,1971-04-08,97,1971-04-13,102.0
西郷,1972-04-06,96,1972-04-11,101.0
西郷,1973-04-07,96,1973-04-11,100.0
西郷,1974-04-10,99,1974-04-14,103.0
西郷,1975-04-08,97,1975-04-12,101.0
西郷,1976-04-03,93,1976-04-11,101.0
西郷,1977-04-03,92,1977-04-08,97.0
西郷,1978-04-08,97,1978-04-14,103.0
西郷,1979-04-01,90,1979-04-07,96.0
西郷,1980-04-08,98,1980-04-15,105.0
西郷,1981-04-05,94,1981-04-13,102.0
西郷,1982-04-01,90,1982-04-08,97.0
西郷,1983-04-07,96,1983-04-12,101.0
西郷,1984-04-17,107,1984-04-20,110.0
西郷,1985-04-07,96,1985-04-13,102.0
西郷,1986-04-09,98,1986-04-14,103.0
西郷,1987-03-31,89,1987-04-06,95.0
西郷,1988-04-11,101,1988-04-17,107.0
西郷,1989-03-30,88,1989-04-05,94.0
西郷,1990-03-27,85,1990-04-03,92.0
西郷,1991-04-09,98,1991-04-15,104.0
西郷,1992-03-31,90,1992-04-06,96.0
西郷,1993-04-02,91,1993-04-14,103.0
西郷,1994-04-07,96,1994-04-14,103.0
西郷,1995-04-06,95,1995-04-13,102.0
西郷,1996-04-13,103,1996-04-19,109.0
西郷,1997-03-31,89,1997-04-08,97.0
西郷,1998-03-30,88,1998-04-05,94.0
西郷,1999-04-03,92,1999-04-09,98.0
西郷,2000-04-07,97,2000-04-12,102.0
西郷,2001-04-02,91,2001-04-08,97.0
西郷,2002-03-25,83,2002-04-01,90.0
西郷,2003-04-03,92,2003-04-09,98.0
西郷,2004-03-28,87,2004-04-02,92.0
西郷,2005-04-07,96,2005-04-12,101.0
西郷,2006-04-04,93,2006-04-09,98.0
西郷,2007-03-28,86,2007-04-10,99.0
西郷,2008-04-03,93,2008-04-08,98.0
豊岡,1953-04-05,94,1953-04-10,99.0
豊岡,1954-04-02,91,1954-04-05,94.0
豊岡,1955-04-01,90,1955-04-05,94.0
豊岡,1956-04-05,95,1956-04-11,101.0
豊岡,1957-04-08,97,1957-04-11,100.0
豊岡,1958-04-05,94,1958-04-08,97.0
豊岡,1959-03-25,83,1959-03-31,89.0
豊岡,1960-03-29,88,1960-04-02,92.0
豊岡,1961-04-03,92,1961-04-09,98.0
豊岡,1962-04-07,96,1962-04-12,101.0
豊岡,1963-04-08,97,1963-04-13,102.0
豊岡,1964-04-04,94,1964-04-07,97.0
豊岡,1965-04-14,103,1965-04-17,106.0
豊岡,1966-04-01,90,1966-04-06,95.0
豊岡,1967-04-03,92,1967-04-08,97.0
豊岡,1968-04-06,96,1968-04-10,100.0
豊岡,1969-04-09,98,1969-04-14,103.0
豊岡,1970-04-14,103,1970-04-18,107.0
豊岡,1971-04-07,96,1971-04-11,100.0
豊岡,1972-04-02,92,1972-04-05,95.0
豊岡,1973-04-04,93,1973-04-08,97.0
豊岡,1974-04-07,96,1974-04-10,99.0
豊岡,1975-04-08,97,1975-04-10,99.0
豊岡,1976-04-03,93,1976-04-10,100.0
豊岡,1977-04-07,96,1977-04-11,100.0
豊岡,1978-04-10,99,1978-04-14,103.0
豊岡,1979-03-30,88,1979-04-05,94.0
豊岡,1980-04-05,95,1980-04-09,99.0
豊岡,1981-04-05,94,1981-04-09,98.0
豊岡,1982-03-31,89,1982-04-04,93.0
豊岡,1983-04-04,93,1983-04-07,96.0
豊岡,1984-04-16,106,1984-04-18,108.0
豊岡,1985-04-08,97,1985-04-12,101.0
豊岡,1986-04-10,99,1986-04-14,103.0
豊岡,1987-04-04,93,1987-04-09,98.0
豊岡,1988-04-13,103,1988-04-16,106.0
豊岡,1989-03-30,88,1989-04-03,92.0
豊岡,1990-03-28,86,1990-04-01,90.0
豊岡,1991-04-06,95,1991-04-10,99.0
豊岡,1992-04-02,92,1992-04-06,96.0
豊岡,1993-04-03,92,1993-04-13,102.0
豊岡,1994-04-06,95,1994-04-11,100.0
豊岡,1995-04-06,95,1995-04-10,99.0
豊岡,1996-04-09,99,1996-04-15,105.0
豊岡,1997-04-01,90,1997-04-09,98.0
豊岡,1998-03-28,86,1998-04-03,92.0
豊岡,1999-03-29,87,1999-04-06,95.0
豊岡,2000-04-08,98,2000-04-12,102.0
豊岡,2001-03-28,86,2001-04-04,93.0
豊岡,2002-03-26,84,2002-03-31,89.0
豊岡,2003-04-03,92,2003-04-08,97.0
豊岡,2004-03-28,87,2004-03-31,90.0
豊岡,2005-04-07,96,2005-04-09,98.0
豊岡,2006-04-04,93,2006-04-09,98.0
豊岡,2007-03-26,84,2007-04-03,92.0
輪島,1953-04-08,97,1953-04-16,105.0
輪島,1954-04-05,94,1954-04-11,100.0
輪島,1955-04-07,96,1955-04-10,99.0
輪島,1956-04-13,103,1956-04-16,106.0
輪島,1957-04-15,104,1957-04-21,110.0
輪島,1958-04-07,96,1958-04-15,104.0
輪島,1959-04-01,90,1959-04-05,94.0
輪島,1960-04-06,96,1960-04-11,101.0
輪島,1961-04-04,93,1961-04-14,103.0
輪島,1962-04-10,99,1962-04-15,104.0
輪島,1963-04-11,100,1963-04-14,103.0
輪島,1964-04-12,102,1964-04-14,104.0
輪島,1965-04-18,107,1965-04-22,111.0
輪島,1966-04-09,98,1966-04-14,103.0
輪島,1967-04-08,97,1967-04-14,103.0
輪島,1968-04-10,100,1968-04-17,107.0
輪島,1969-04-13,102,1969-04-20,109.0
輪島,1970-04-18,107,1970-04-23,112.0
輪島,1971-04-12,101,1971-04-16,105.0
輪島,1972-04-09,99,1972-04-14,104.0
輪島,1973-04-10,99,1973-04-14,103.0
輪島,1974-04-15,104,1974-04-19,108.0
輪島,1975-04-12,101,1975-04-17,106.0
輪島,1976-04-14,104,1976-04-19,109.0
輪島,1977-04-10,99,1977-04-14,103.0
輪島,1978-04-16,105,1978-04-19,108.0
輪島,1979-04-07,96,1979-04-10,99.0
輪島,1980-04-12,102,1980-04-15,105.0
輪島,1981-04-10,99,1981-04-14,103.0
輪島,1982-04-07,96,1982-04-11,100.0
輪島,1983-04-11,100,1983-04-15,104.0
輪島,1984-04-24,114,1984-04-28,118.0
輪島,1985-04-13,102,1985-04-19,108.0
輪島,1986-04-14,103,1986-04-18,107.0
輪島,1987-04-07,96,1987-04-11,100.0
輪島,1988-04-15,105,1988-04-20,110.0
輪島,1989-04-01,90,1989-04-07,96.0
輪島,1990-04-02,91,1990-04-07,96.0
輪島,1991-04-11,100,1991-04-16,105.0
輪島,1992-04-05,95,1992-04-09,99.0
輪島,1993-04-08,97,1993-04-16,105.0
輪島,1994-04-12,101,1994-04-15,104.0
輪島,1995-04-10,99,1995-04-16,105.0
輪島,1996-04-17,107,1996-04-22,112.0
輪島,1997-04-07,96,1997-04-11,100.0
輪島,1998-04-06,95,1998-04-09,98.0
輪島,1999-04-08,97,1999-04-12,101.0
輪島,2000-04-13,103,2000-04-17,107.0
輪島,2001-04-07,96,2001-04-10,99.0
輪島,2002-03-29,87,2002-04-02,91.0
輪島,2003-04-08,97,2003-04-12,101.0
輪島,2004-04-01,91,2004-04-06,96.0
輪島,2005-04-10,99,2005-04-15,104.0
輪島,2006-04-12,101,2006-04-15,104.0
輪島,2007-04-08,97,2007-04-15,104.0
輪島,2008-04-06,96,2008-04-11,101.0
輪島,2009-04-06,95,2009-04-12,101.0
輪島,2010-04-09,98,2010-04-14,103.0
那覇,1974-01-04,3,,
那覇,1975-01-18,17,,
那覇,1976-01-18,17,1976-01-28,27.0
那覇,1977-01-07,6,,
那覇,1978-01-17,16,1978-01-28,27.0
那覇,1979-01-06,5,1979-01-25,24.0
那覇,1980-02-01,31,1980-02-19,49.0
那覇,1981-01-24,23,1981-02-03,33.0
那覇,1982-01-05,4,1982-01-24,23.0
那覇,1983-01-16,15,1983-02-04,34.0
那覇,1984-01-23,22,1984-02-04,34.0
那覇,1985-01-23,22,1985-02-04,34.0
那覇,1986-01-09,8,1986-01-26,25.0
那覇,1987-01-23,22,1987-02-10,40.0
那覇,1988-01-19,18,1988-02-11,41.0
那覇,1989-01-09,8,1989-01-28,27.0
那覇,1990-01-21,20,1990-01-31,30.0
那覇,1991-01-24,23,1991-02-10,40.0
那覇,1992-01-26,25,1992-02-10,40.0
那覇,1993-01-23,22,1993-02-07,37.0
那覇,1994-01-20,19,1994-02-04,34.0
那覇,1995-02-08,38,1995-02-18,48.0
那覇,1996-01-25,24,1996-02-02,32.0
那覇,1997-01-20,19,1997-02-01,31.0
那覇,1998-01-16,15,1998-01-28,27.0
那覇,1999-02-02,32,1999-02-15,45.0
那覇,2000-01-18,17,2000-02-03,33.0
那覇,2001-01-17,16,2001-02-05,35.0
那覇,2002-01-15,14,2002-02-05,35.0
那覇,2003-01-21,20,2003-02-07,37.0
那覇,2004-01-17,16,2004-02-10,40.0
那覇,2005-01-19,18,2005-02-14,44.0
那覇,2006-01-13,12,2006-01-24,23.0
那覇,2007-01-23,22,2007-02-16,46.0
那覇,2008-01-03,2,2008-01-25,24.0
那覇,2009-01-02,1,2009-01-23,22.0
那覇,2010-12-31,364,2010-02-01,31.0
那覇,2011-01-07,6,2011-02-02,32.0
那覇,2012-01-22,21,2012-02-06,36.0
那覇,2013-12-28,361,2013-01-23,22.0
那覇,2014-01-15,14,2014-01-27,26.0
那覇,2015-01-15,14,2015-01-29,28.0
那覇,2016-01-21,20,2016-02-12,42.0
那覇,2017-01-14,13,2017-02-08,38.0
那覇,2018-01-10,9,2018-01-30,29.0
那覇,2019-01-10,9,2019-02-12,42.0
那覇,2020-01-06,5,2020-02-03,33.0
那覇,2021-01-04,3,2021-02-01,31.0
那覇,2022-01-11,10,2022-02-01,31.0
那覇,2023-01-07,6,2023-01-30,29.0
那覇,2024-01-13,12,2024-02-05,35.0
酒田,1953-04-15,104,1953-04-22,111.0
酒田,1954-04-11,100,1954-04-18,107.0
酒田,1955-04-10,99,1955-04-15,104.0
酒田,1956-04-17,107,1956-04-21,111.0
酒田,1957-04-17,106,1957-04-23,112.0
酒田,1958-04-13,102,1958-04-22,111.0
酒田,1959-04-07,96,1959-04-12,101.0
酒田,1960-04-14,104,1960-04-21,111.0
酒田,1961-04-16,105,1961-04-20,109.0
酒田,1962-04-16,105,1962-04-22,111.0
酒田,1963-04-15,104,1963-04-18,107.0
酒田,1964-04-15,105,1964-04-18,108.0
酒田,1965-04-25,114,1965-05-02,121.0
酒田,1966-04-15,104,1966-04-21,110.0
酒田,1967-04-16,105,1967-04-20,109.0
酒田,1968-04-13,103,1968-04-19,109.0
酒田,1969-04-20,109,1969-04-25,114.0
酒田,1970-04-24,113,1970-04-27,116.0
酒田,1971-04-18,107,1971-04-24,113.0
酒田,1972-04-13,103,1972-04-19,109.0
酒田,1973-04-17,106,1973-04-21,110.0
酒田,1974-04-22,111,1974-04-26,115.0
酒田,1975-04-17,106,1975-04-20,109.0
酒田,1976-04-19,109,1976-04-22,112.0
酒田,1977-04-16,105,1977-04-20,109.0
酒田,1978-04-21,110,1978-04-25,114.0
酒田,1979-04-11,100,1979-04-21,110.0
酒田,1980-04-19,109,1980-04-24,114.0
酒田,1981-04-17,106,1981-04-22,111.0
酒田,1982-04-14,103,1982-04-19,108.0
酒田,1983-04-14,103,1983-04-18,107.0
酒田,1984-04-27,117,1984-05-01,121.0
酒田,1985-04-15,104,1985-04-19,108.0
酒田,1986-04-20,109,1986-04-23,112.0
酒田,1987-04-15,104,1987-04-18,107.0
酒田,1988-04-20,110,1988-04-26,116.0
酒田,1989-04-06,95,1989-04-11,100.0
酒田,1990-04-07,96,1990-04-11,100.0
酒田,1991-04-13,102,1991-04-17,106.0
酒田,1992-04-10,100,1992-04-16,106.0
酒田,1993-04-16,105,1993-04-20,109.0
酒田,1994-04-15,104,1994-04-19,108.0
酒田,1995-04-15,104,1995-04-20,109.0
酒田,1996-04-23,113,1996-04-25,115.0
酒田,1997-04-13,102,1997-04-18,107.0
酒田,1998-04-10,99,1998-04-13,102.0
酒田,1999-04-13,102,1999-04-18,107.0
酒田,2000-04-18,108,2000-04-22,112.0
酒田,2001-04-11,100,2001-04-15,104.0
酒田,2002-04-04,93,2002-04-08,97.0
酒田,2003-04-12,101,2003-04-16,105.0
酒田,2004-04-09,99,2004-04-12,102.0
酒田,2005-04-19,108,2005-04-25,114.0
酒田,2006-04-16,105,2006-04-21,110.0
酒田,2007-04-12,101,2007-04-19,108.0
酒田,2008-04-09,99,2008-04-13,103.0
酒田,2009-04-11,100,2009-04-14,103.0
金沢,1953-04-02,91,1953-04-10,99.0
金沢,1954-04-01,90,1954-04-05,94.0
金沢,1955-04-01,90,1955-04-08,97.0
金沢,1956-04-10,100,1956-04-15,105.0
金沢,1957-04-08,97,1957-04-16,105.0
金沢,1958-04-01,90,1958-04-08,97.0
金沢,1959-03-27,85,1959-04-01,90.0
金沢,1960-03-29,88,1960-04-05,95.0
金沢,1961-04-06,95,1961-04-10,99.0
金沢,1962-04-07,96,1962-04-11,100.0
金沢,1963-04-10,99,1963-04-14,103.0
金沢,1964-04-06,96,1964-04-13,103.0
金沢,1965-04-13,102,1965-04-18,107.0
金沢,1966-04-04,93,1966-04-10,99.0
金沢,1967-04-05,94,1967-04-09,98.0
金沢,1968-04-07,97,1968-04-13,103.0
金沢,1969-04-10,99,1969-04-13,102.0
金沢,1970-04-16,105,1970-04-19,108.0
金沢,1971-04-09,98,1971-04-12,101.0
金沢,1972-04-04,94,1972-04-07,97.0
金沢,1973-04-06,95,1973-04-10,99.0
金沢,1974-04-10,99,1974-04-14,103.0
金沢,1975-04-08,97,1975-04-12,101.0
金沢,1976-04-04,94,1976-04-14,104.0
金沢,1977-04-06,95,1977-04-11,100.0
金沢,1978-04-11,100,1978-04-15,104.0
金沢,1979-03-30,88,1979-04-07,96.0
金沢,1980-04-06,96,1980-04-10,100.0
金沢,1981-04-08,97,1981-04-13,102.0
金沢,1982-04-02,91,1982-04-06,95.0
金沢,1983-04-08,97,1983-04-11,100.0
金沢,1984-04-17,107,1984-04-20,110.0
金沢,1985-04-07,96,1985-04-11,100.0
金沢,1986-04-10,99,1986-04-14,103.0
金沢,1987-03-30,88,1987-04-06,95.0
金沢,1988-04-12,102,1988-04-17,107.0
金沢,1989-03-26,84,1989-04-02,91.0
金沢,1990-03-28,86,1990-04-02,91.0
金沢,1991-04-07,96,1991-04-11,100.0
金沢,1992-04-02,92,1992-04-07,97.0
金沢,1993-04-02,91,1993-04-16,105.0
金沢,1994-04-11,100,1994-04-14,103.0
金沢,1995-04-08,97,1995-04-12,101.0
金沢,1996-04-11,101,1996-04-17,107.0
金沢,1997-04-02,91,1997-04-08,97.0
金沢,1998-03-31,89,1998-04-07,96.0
金沢,1999-04-01,90,1999-04-07,96.0
金沢,2000-04-07,97,2000-04-12,102.0
金沢,2001-04-02,91,2001-04-07,96.0
金沢,2002-03-26,84,2002-04-01,90.0
金沢,2003-04-03,92,2003-04-09,98.0
金沢,2004-03-28,87,2004-04-01,91.0
金沢,2005-04-07,96,2005-04-11,100.0
金沢,2006-04-06,95,2006-04-12,101.0
金沢,2007-03-29,87,2007-04-09,98.0
金沢,2008-04-02,92,2008-04-06,96.0
金沢,2009-04-03,92,2009-04-10,99.0
金沢,2010-04-01,90,2010-04-06,95.0
金沢,2011-04-07,96,2011-04-12,101.0
金沢,2012-04-10,100,2012-04-13,103.0
金沢,2013-03-30,88,2013-04-05,94.0
金沢,2014-04-01,90,2014-04-07,96.0
金沢,2015-03-31,89,2015-04-04,93.0
金沢,2016-03-30,89,2016-04-04,94.0
金沢,2017-04-04,93,2017-04-08,97.0
金沢,2018-03-29,87,2018-04-03,92.0
金沢,2019-04-01,90,2019-04-06,95.0
金沢,2020-03-26,85,2020-04-01,91.0
金沢,2021-03-23,81,2021-03-29,87.0
金沢,2022-03-30,88,2022-04-05,94.0
金沢,2023-03-23,81,2023-03-30,88.0
金沢,2024-04-01,91,2024-04-08,98.0
釧路,1972-05-07,127,1972-05-10,130.0
釧路,1973-05-12,131,1973-05-16,135.0
釧路,1974-05-18,137,1974-05-20,139.0
釧路,1975-05-22,141,1975-05-24,143.0
釧路,1976-05-15,135,1976-05-20,140.0
釧路,1977-05-24,143,1977-05-31,150.0
釧路,1978-05-25,144,1978-05-29,148.0
釧路,1979-05-28,147,1979-06-01,151.0
釧路,1980-05-24,144,1980-05-28,148.0
釧路,1981-05-22,141,1981-05-27,146.0
釧路,1982-05-17,136,1982-05-21,140.0
釧路,1983-05-12,131,1983-05-16,135.0
釧路,1984-05-30,150,1984-06-04,155.0
釧路,1985-05-18,137,1985-05-20,139.0
釧路,1986-05-16,135,1986-05-19,138.0
釧路,1987-05-17,136,1987-05-20,139.0
釧路,1988-05-18,138,1988-05-21,141.0
釧路,1989-05-18,137,1989-05-20,139.0
釧路,1990-05-10,129,1990-05-12,131.0
釧路,1991-05-11,130,1991-05-13,132.0
釧路,1992-05-17,137,1992-05-20,140.0
釧路,1993-05-16,135,1993-05-20,139.0
釧路,1994-05-13,132,1994-05-17,136.0
釧路,1995-05-14,133,1995-05-18,137.0
釧路,1996-05-28,148,1996-05-31,151.0
釧路,1997-05-19,138,1997-05-22,141.0
釧路,1998-05-14,133,1998-05-18,137.0
釧路,1999-05-19,138,1999-05-21,140.0
釧路,2000-05-17,137,2000-05-21,141.0
釧路,2001-05-18,137,2001-05-21,140.0
釧路,2002-05-10,129,2002-05-13,132.0
釧路,2003-05-22,141,2003-05-26,145.0
釧路,2004-05-16,136,2004-05-19,139.0
釧路,2005-05-22,141,2005-05-26,145.0
釧路,2006-05-18,137,2006-05-21,140.0
釧路,2007-05-16,135,2007-05-20,139.0
釧路,2008-05-15,135,2008-05-19,139.0
釧路,2009-05-10,129,2009-05-14,133.0
釧路,2010-05-19,138,2010-05-22,141.0
釧路,2011-05-18,137,2011-05-21,140.0
釧路,2012-05-17,137,2012-05-20,140.0
釧路,2013-05-23,142,2013-05-25,144.0
釧路,2014-05-12,131,2014-05-14,133.0
釧路,2015-05-06,125,2015-05-08,127.0
釧路,2016-05-10,130,2016-05-13,133.0
釧路,2017-05-14,133,2017-05-18,137.0
釧路,2018-05-12,131,2018-05-14,133.0
釧路,2019-05-09,128,2019-05-13,132.0
釧路,2020-05-10,130,2020-05-13,133.0
釧路,2021-05-08,127,2021-05-11,130.0
釧路,2022-05-08,127,2022-05-10,129.0
釧路,2023-05-01,120,2023-05-04,123.0
釧路,2024-05-03,123,2024-05-05,125.0
銚子,1953-03-25,83,1953-04-05,94.0
銚子,1954-03-26,84,1954-04-05,94.0
銚子,1955-03-25,83,1955-04-04,93.0
銚子,1956-03-29,88,1956-04-11,101.0
銚子,1957-04-05,94,1957-04-09,98.0
銚子,1958-04-01,90,1958-04-07,96.0
銚子,1959-03-23,81,1959-04-02,91.0
銚子,1960-03-26,85,1960-03-30,89.0
銚子,1961-04-01,90,1961-04-08,97.0
銚子,1962-04-01,90,1962-04-08,97.0
銚子,1963-04-04,93,1963-04-11,100.0
銚子,1964-04-03,93,1964-04-13,103.0
銚子,1965-04-13,102,1965-04-17,106.0
銚子,1966-03-23,81,1966-04-05,94.0
銚子,1967-04-01,90,1967-04-06,95.0
銚子,1968-03-31,90,1968-04-04,94.0
銚子,1969-04-04,93,1969-04-11,100.0
銚子,1970-04-10,99,1970-04-17,106.0
銚子,1971-04-02,91,1971-04-08,97.0
銚子,1972-03-29,88,1972-04-07,97.0
銚子,1973-04-01,90,1973-04-08,97.0
銚子,1974-04-02,91,1974-04-07,96.0
銚子,1975-04-03,92,1975-04-10,99.0
銚子,1976-03-26,85,1976-04-07,97.0
銚子,1977-03-26,84,1977-04-02,91.0
銚子,1978-04-08,97,1978-04-16,105.0
銚子,1979-03-26,84,1979-04-06,95.0
銚子,1980-04-05,95,1980-04-14,104.0
銚子,1981-04-02,91,1981-04-13,102.0
銚子,1982-03-26,84,1982-04-03,92.0
銚子,1983-04-05,94,1983-04-13,102.0
銚子,1984-04-16,106,1984-04-23,113.0
銚子,1985-04-03,92,1985-04-09,98.0
銚子,1986-04-08,97,1986-04-16,105.0
銚子,1987-03-25,83,1987-04-06,95.0
銚子,1988-04-03,93,1988-04-11,101.0
銚子,1989-03-20,78,1989-04-02,91.0
銚子,1990-03-21,79,1990-04-02,91.0
銚子,1991-04-01,90,1991-04-10,99.0
銚子,1992-03-28,87,1992-04-03,93.0
銚子,1993-04-04,93,1993-04-14,103.0
銚子,1994-04-04,93,1994-04-11,100.0
銚子,1995-04-02,91,1995-04-09,98.0
銚子,1996-03-31,90,1996-04-08,98.0
銚子,1997-03-30,88,1997-04-06,95.0
銚子,1998-04-03,92,1998-04-09,98.0
銚子,1999-03-25,83,1999-04-03,92.0
銚子,2000-04-04,94,2000-04-11,101.0
銚子,2001-03-26,84,2001-04-02,91.0
銚子,2002-03-19,77,2002-03-29,87.0
銚子,2003-03-28,86,2003-04-04,93.0
銚子,2004-03-30,89,2004-04-06,96.0
銚子,2005-04-07,96,2005-04-10,99.0
